accidentNumber,eventDate,city,state,latitude,longitude,injuryServerity,model,fatalNum,seriousNum,minorNum,uninjuredNum
CHI02LA179,06/30/2002,Omaha,NE,41.195833,-96.112222,Non-Fatal,RV-8,0,0,0,2
CHI02CA196,06/30/2002,Jacksonville,IL,39.774723,-90.238333,Non-Fatal,Acro Sport,0,0,0,1
ANC02LA066,06/30/2002,CHEVAK,AK,61.533611,-165.583611,Non-Fatal,207,0,0,0,2
ANC02LA065,06/30/2002,SKWENTNA,AK,61.666667,-151.383333,Non-Fatal,185,0,0,0,3
LAX02FA210,06/29/2002,Chambers,AZ,34.873334,-109.3275,Fatal(1),C35,1,0,0,0
IAD02LA065,06/29/2002,MT. VERNON,OH,40.328611,-82.523611,Non-Fatal,ASO,0,0,1,2
FTW02LA200,06/29/2002,Gulf of Mexico,GM,28.201389,-95.634722,Non-Fatal,206L3,0,0,0,1
DEN02LA066,06/29/2002,Hite,UT,37.442222,-110.569723,Non-Fatal,172M,0,0,0,3
DEN02LA064,06/29/2002,Cortez,CO,37.302778,-108.628056,Non-Fatal,35,0,1,0,1
CHI02LA180,06/29/2002,South St Paul,MN,44.833333,-93.033333,Non-Fatal,Glastar GS-1,0,2,0,0
ANC02FA064,06/29/2002,PALMER,AK,61.594722,-149.088889,Fatal(1),RAF 2000,1,0,0,0
SEA02LA162,06/28/2002,Lewistown,MT,46.983333,-109.333333,Non-Fatal,Powered Parachute,0,2,0,0
SEA02LA114,06/28/2002,McCall,ID,44.888889,-116.101389,Non-Fatal,Comp Air 6,0,0,1,0
MIA02LA145,06/28/2002,Dyer,TN,36.0775,-88.969445,Non-Fatal,AT-301,0,0,0,1
ATL02LA136,06/28/2002,Clearwater,FL,28.187777,-82.625556,Non-Fatal,PA-28-140,0,1,2,0
ATL02IA138,06/28/2002,Nashville,TN,36.124445,-86.678056,Incident,58,0,0,0,2
SEA02LA115,06/27/2002,Arlington,WA,48.160833,-122.158889,Non-Fatal,Helipower 2500,0,0,0,1
DEN02FA065,06/27/2002,Raton,NM,36.825834,-104.908333,Fatal(2),206BIII,2,0,0,0
ATL02LA135,06/27/2002,Perry,GA,32.510556,-83.767223,Non-Fatal,172,0,2,0,0
ATL02LA134,06/27/2002,Theodore,AL,30.522223,-88.149722,Non-Fatal,Velocity Elite,0,1,0,0
ATL02LA133,06/27/2002,Picayune,MS,30.487222,-89.651111,Non-Fatal,PA-28-140,0,0,0,1
SEA02LA112,06/26/2002,Donnelly,ID,44.728889,-116.092777,Non-Fatal,182L,0,1,1,0
SEA02LA111,06/26/2002,Winifred,MT,47.5575,-109.374723,Non-Fatal,S-2R Thrush,0,0,1,0
NYC02TA123,06/26/2002,Jeffersontown,KY,38.2,-85.566667,Non-Fatal,369D,0,0,0,2
NYC02LA125,06/26/2002,York,PA,39.916945,-76.867223,Non-Fatal,AA-1,0,0,2,0
FTW02LA191,06/26/2002,Baton Rouge,LA,30.533056,-91.149722,Non-Fatal,BE-V35B,0,0,1,1
DEN02LA068,06/26/2002,Montrose,CO,38.490833,-108.026389,Non-Fatal,K35,0,0,0,1
CHI02LA176,06/26/2002,Owatonna,MN,44.117778,-93.2675,Fatal(1),JN-4D,1,1,0,0
ATL02LA131,06/26/2002,Venice,FL,27.074723,-82.445,Non-Fatal,18,0,0,0,3
ANC02LA068,06/26/2002,Denali Park,AK,63.616667,-147.716667,Non-Fatal,AS-350-B2,0,0,2,4
ANC02LA063,06/26/2002,Kotzebue,AK,76.304167,-160.784444,Non-Fatal,PA-11,0,0,0,1
ANC02LA061,06/26/2002,Shageluk,AK,62.466667,-159.56,Non-Fatal,R-44,0,0,0,1
SEA02TA110,06/25/2002,Rainier,WA,46.881111,-121.771389,Non-Fatal,206B,0,0,0,3
SEA02LA113,06/25/2002,Mt. Vernon,WA,48.462778,-122.463889,Non-Fatal,177,0,0,0,1
LAX02GA209,06/25/2002,Ontario,CA,34.046666,-117.601667,Non-Fatal,369E,0,2,0,0
ATL02LA130,06/25/2002,Orlando,FL,28.775,-81.24,Non-Fatal,S-55-QT,0,0,0,2
ANC02LA069,06/25/2002,Kake,AK,57.056667,-133.631667,Non-Fatal,PA-32-300,0,0,3,3
NYC02LA122,06/24/2002,Ellington,CT,41.924445,-72.456944,Non-Fatal,182B,0,0,0,1
DEN02LA059,06/24/2002,Deming,NM,32.251944,-107.717223,Non-Fatal,DGA-15P,0,0,0,1
DEN02LA058,06/24/2002,Giddings,TX,30.17,-96.979167,Non-Fatal,8KCAB,0,0,0,1
DEN02LA057,06/24/2002,Broomfield,CO,39.908611,-105.116945,Non-Fatal,58P,0,0,0,2
ATL02LA128,06/24/2002,La Belle,FL,26.744166,-81.433056,Non-Fatal,47G-2A,0,0,1,0
ANC02LA060,06/24/2002,NIKISKI,AK,60.704444,-151.311389,Non-Fatal,DHC-2,0,0,0,2
SEA02LA105,06/23/2002,Idaho Falls,ID,43.514444,-112.070278,Non-Fatal,180K,0,0,0,2
MIA02LA118,06/23/2002,Louisburg,NC,36.134166,-78.281667,Non-Fatal,150D,0,0,0,1
LAX02LA208,06/23/2002,Loch Lomand,CA,39.884166,-122.648889,Non-Fatal,PW-5,0,1,0,0
LAX02LA205,06/23/2002,NORTH LAS VEGAS,NV,36.2,-115.183333,Non-Fatal,172N,0,0,0,4
IAD02LA063,06/23/2002,Bentleyville,PA,40.033333,-80.000556,Non-Fatal,Pulsar,0,0,0,1
FTW02LA189,06/23/2002,Farmington,NM,36.741389,-108.23,Non-Fatal,BE-58,0,0,0,2
FTW02LA187,06/23/2002,Mesquite,TX,32.746944,-96.530556,Fatal(1),Wittman Tailwind W-8,1,0,0,0
FTW02LA186,06/23/2002,Grand Lake,LA,30.033333,-93.27,Non-Fatal,47G4,0,0,2,1
ANC02LA058,06/23/2002,South Naknek,AK,58.703611,-157.008333,Non-Fatal,150,0,1,1,0
NYC02LA121,06/22/2002,Lynchburg,VA,37.367778,-79.117223,Non-Fatal,172N,0,0,0,2
MIA02LA117,06/22/2002,Marietta,GA,34.013056,-84.598333,Non-Fatal,172N,0,0,0,1
IAD02LA062,06/22/2002,MILL HALL,PA,41.137222,-77.418889,Non-Fatal,GLASAIR II-SRG,0,0,1,1
FTW02LA190,06/22/2002,Tulsa,OK,36.198333,-95.888055,Non-Fatal,BE-300,0,0,0,2
ATL02LA129,06/22/2002,Burlington,NC,36.048611,-79.474723,Non-Fatal,Acro Sport,0,0,1,0
ANC02LA059,06/22/2002,Wasilla,AK,61.630556,-149.683611,Non-Fatal,7GCBC,0,0,0,1
SEA02LA116,06/21/2002,Yakima,WA,46.569167,-120.533333,Non-Fatal,G35,0,0,0,2
SEA02FA109,06/21/2002,Atlanta,ID,43.800278,-115.135555,Fatal(2),A35,2,0,0,0
SEA02FA108,06/21/2002,Clark Fork,ID,48.092222,-116.153333,Fatal(1),UH-1H,1,0,0,0
MIA02LA116,06/21/2002,Raleigh,NC,35.620278,-78.7,Non-Fatal,Nav4,0,0,0,1
IAD02LA061,06/21/2002,Rutland,VT,43.529723,-72.949444,Non-Fatal,172N,0,0,1,1
FTW02LA188,06/21/2002,Midland,TX,31.9425,-102.201944,Non-Fatal,182Q,0,0,0,1
CHI02FA174,06/21/2002,Norfolk,NE,41.985277,-97.435,Fatal(3),AS-350-B2,3,0,0,0
ANC02LA056,06/21/2002,Chugiak,AK,61.341389,-148.998889,Non-Fatal,185,0,0,1,0
ANC02FA057,06/21/2002,Central,AK,65.501944,-145.386111,Fatal(1),OH-6A,1,3,0,0
SEA02LA107,06/20/2002,Troutdale,OR,54.549444,-122.3625,Non-Fatal,172E,0,0,1,0
NYC02LA124,06/20/2002,Shelter Island,NY,41.066667,-72.349444,Non-Fatal,A-28 Victor,0,0,0,1
NYC02LA120,06/20/2002,Limerick,ME,43.683611,-70.800556,Non-Fatal,Kitfox Classic IV,0,1,0,0
NYC02LA119,06/20/2002,Hagerstown,MD,39.707778,-77.729445,Non-Fatal,M20,0,2,0,0
MIA02LA119B,06/20/2002,Isla De Vieques,PR,18.135277,-65.491666,Non-Fatal,BN-2B-26,0,0,0,16
MIA02LA119A,06/20/2002,Isla De Vieques,PR,18.135277,-65.491666,Non-Fatal,208B,0,0,0,16
MIA02LA115,06/20/2002,Trenton,GA,34.904722,-85.466111,Fatal(2),Dragon Fly,2,0,0,0
MIA02LA114,06/20/2002,Carrollton,GA,33.630834,-85.151944,Non-Fatal,M-7-235C,0,0,0,1
LAX02TA207,06/20/2002,Big Bear City,CA,34.263611,-116.854444,Non-Fatal,337C,0,0,0,1
LAX02LA204,06/20/2002,Cottonwood,AZ,34.73,-112.035,Non-Fatal,V35A,0,0,0,2
LAX02LA203,06/20/2002,Westmorland,CA,33.038333,-115.564444,Fatal(1),AT-301,1,0,0,0
CHI02LA175,06/20/2002,Minneapolis,MN,45.061944,-93.353889,Non-Fatal,172N,0,0,0,1
SEA02FA106,06/19/2002,Puyallup,WA,47.103889,-122.287222,Non-Fatal,LA-4-200,0,1,1,0
NYC02LA115,06/19/2002,Pittsburgh,PA,40.354444,-79.766389,Non-Fatal,152,0,0,0,1
MIA02FA113,06/19/2002,Naples,FL,26.156667,-81.766945,Fatal(3),PA-46-310P,3,0,0,0
FTW02LA185,06/19/2002,El Paso,TX,31.806667,-106.377778,Non-Fatal,RV-6A,0,0,1,0
DEN02LA060,06/19/2002,Telluride,CO,37.953889,-107.908611,Non-Fatal,172M,0,0,0,2
ATL02LA127,06/19/2002,Lawrenceburg,TN,35.126667,-87.354444,Non-Fatal,182Q,0,0,0,2
ATL02LA126,06/19/2002,Jacksonville,FL,30.277778,-81.805833,Non-Fatal,180,0,0,0,2
ANC02LA053B,06/19/2002,Ketchikan,AK,55.35,-131.676667,Non-Fatal,DHC-6-300,0,0,0,31
ANC02LA053A,06/19/2002,Ketchikan,AK,55.35,-131.676667,Non-Fatal,DHC-6-300,0,0,0,31
SEA02LA095,06/18/2002,Medford,OR,42.371667,-122.871945,Non-Fatal,441,0,0,0,4
LAX02LA202,06/18/2002,Antioch,CA,37.935833,-121.766667,Fatal(1),YAK 52,1,0,0,0
ANC02LA055,06/18/2002,Anchorage,AK,61.186944,-149.798611,Non-Fatal,PA-18,0,0,0,1
ANC02LA054,06/18/2002,Talkeetna,AK,62.320556,-150.093611,Non-Fatal,Wagabond traveler,0,0,0,2
ANC02IA093,06/18/2002,TALKEETNA,AK,62.333333,-150.083333,Incident,PA-31-350,0,1,0,8
SEA02LA104,06/17/2002,Helena,MT,46.606944,-111.982778,Non-Fatal,180K,0,0,0,2
NYC02LA116,06/17/2002,Huron,OH,41.402222,-82.600556,Non-Fatal,PA-28-160,0,0,0,2
NYC02IA118,06/17/2002,Oxford,CT,41.478334,-73.135,Incident,35A,0,0,0,2
NYC02IA117,06/17/2002,Washington,DC,38.851944,-77.037777,Incident,328,0,0,1,13
LAX02GA201,06/17/2002,Walker,CA,38.520556,-119.481945,Fatal(3),C-130A,3,0,0,0
IAD02LA060,06/17/2002,CHESTERFIELD,VA,37.408889,-77.521389,Non-Fatal,177B,0,0,1,0
FTW02LA183,06/17/2002,Leslie,AR,36.73,-92.5575,Non-Fatal,V35A,0,1,1,0
CHI02FA172,06/17/2002,Foster City,MI,45.896111,-87.765,Fatal(1),182A,1,0,0,0
ATL02LA125,06/17/2002,Concord,NC,35.402778,-80.621945,Non-Fatal,EXEC 162F,0,0,0,2
ANC02LA052,06/17/2002,Northway,AK,62.95,-141.916667,Non-Fatal,G-21,0,0,0,3
SEA02LA103,06/16/2002,Heyburn,ID,42.548611,-113.75,Non-Fatal,108-1,0,0,0,1
NYC02LA114,06/16/2002,Seaman,OH,38.928889,-83.591389,Non-Fatal,150K,0,0,1,1
IAD02LA059,06/16/2002,Woodstock,VA,38.883333,-78.502778,Non-Fatal,ASK21,0,0,2,0
FTW02LA181,06/16/2002,Pecos,TX,31.382223,-103.510556,Non-Fatal,PA-32-260,0,0,0,5
CHI02LA170,06/16/2002,Kansas City,MO,39.297777,-94.713889,Non-Fatal,DC-9-82,0,0,0,123
ATL02LA124,06/16/2002,Greenville,NC,35.635277,-77.385277,Non-Fatal,152,0,0,1,1
ATL02LA123,06/16/2002,Bethlehem,GA,33.933333,-83.716667,Non-Fatal,PA-28R-200,0,0,0,2
SEA02LA101,06/15/2002,Yellow Pine,ID,44.9,-115.483333,Non-Fatal,182Q,0,0,0,2
LAX02LA199,06/15/2002,Saint Johns,AZ,34.518334,-109.378611,Non-Fatal,172M,0,0,0,2
LAX02FA198,06/15/2002,Deer Valley,AZ,33.688333,-112.082223,Non-Fatal,182Q,0,2,0,0
FTW02LA184,06/15/2002,Shreveport,LA,32.544722,-93.743055,Non-Fatal,P210N,0,0,0,2
FTW02LA182,06/15/2002,Llano,TX,30.070278,-98.660278,Non-Fatal,R172K,0,0,0,2
FTW02LA178,06/15/2002,Kirbyville,TX,30.646666,-93.915,Non-Fatal,172M,0,0,0,2
DEN02LA055,06/15/2002,Salt Lake City,UT,40.768611,-112.366111,Non-Fatal,175,0,0,2,1
CHI02LA168,06/15/2002,Warrensburg,MO,38.784166,-93.802778,Non-Fatal,CA65 Sky Fly,0,0,1,1
ATL02LA122,06/15/2002,N Myrtle Beach,SC,33.813889,-78.728611,Non-Fatal,172R,0,0,0,1
ANC02LA049,06/15/2002,Kenai,AK,58.633333,-151.825556,Non-Fatal,PA-12,0,0,0,1
SEA02LA100,06/14/2002,Hillsboro,OR,45.545,-122.933333,Non-Fatal,152,0,0,0,1
MIA02FA111,06/14/2002,Osteen,FL,28.883333,-81.05,Fatal(3),PA-46-310P,3,0,0,0
LAX02LA197,06/14/2002,Brownsville,CA,39.459167,-121.296666,Fatal(1),PA-22-135,1,0,0,0
LAX02LA196,06/14/2002,North Las Vegas,NV,36.2125,-115.196111,Non-Fatal,R-22 Beta,0,0,0,2
ANC02LA050,06/14/2002,Talkeetna,AK,61.9,-150.083889,Non-Fatal,185F,0,0,0,2
SEA02LA099,06/13/2002,Clarkston,WA,46.388333,-117.133333,Non-Fatal,172K,0,0,0,2
MIA02LA112,06/13/2002,Kill Devil Hill,NC,36.018056,-75.671111,Non-Fatal,172S,0,0,0,2
MIA02LA110,06/13/2002,Bainbridge,GA,30.999722,-84.506111,Fatal(1),Pietenpol Air Camper,1,1,0,0
LAX02LA206,06/13/2002,PRESCOTT,AZ,34.6575,-112.421667,Non-Fatal,BE76,0,0,0,2
FTW02LA180,06/13/2002,Bastrop,LA,32.364722,-91.834166,Non-Fatal,Twinstar,0,2,0,0
CHI02LA164,06/13/2002,St. Joseph,MO,39.771945,-94.909444,Non-Fatal,PA-38-112,0,0,0,1
ANC02LA051,06/13/2002,Talkeetna,AK,62.3125,-149.753611,Non-Fatal,DHC-2,0,0,0,7
ANC02LA048,06/13/2002,FAIRBANKS,AK,64.813611,-147.859722,Non-Fatal,PA-18,0,0,0,1
MIA02TA109,06/12/2002,Okeechobee,FL,27.262778,-80.849722,Non-Fatal,A119,0,0,0,3
NYC02LA113,06/11/2002,Gettysburg,PA,39.908333,-77.208611,Non-Fatal,PA-28-200,0,0,2,0
DEN02LA053,06/11/2002,Salt Lake City,UT,40.6,-112,Non-Fatal,172F,0,0,0,2
CHI02LA159,06/11/2002,Hot Springs,SD,43.368056,-103.388055,Fatal(1),Piel Emeraude,1,0,0,0
ANC02LA047,06/11/2002,BETHEL,AK,60.779723,-161.838055,Non-Fatal,172,0,0,0,1
NYC02LA112,06/10/2002,Worcester,MA,42.267223,-71.875556,Non-Fatal,182RG,0,0,0,2
FTW02LA198,06/10/2002,El Paso,TX,31.806667,-106.377778,Non-Fatal,A300-600F,0,0,0,2
DEN02LA051,06/10/2002,Medicine Bow,WY,41.733333,-106.2,Non-Fatal,F-28C,0,1,1,0
SEA02LA098,06/09/2002,Cook,WA,45.712222,-122.673889,Fatal(1),Quicksilver MX II,1,0,0,0
LAX02LA190,06/09/2002,FALLON,NV,39.499444,-118.748889,Non-Fatal,17-30A,0,1,1,1
IAD02LA058,06/09/2002,Salem,OH,40.948055,-80.8625,Non-Fatal,T6G,0,0,0,1
FTW02LA179,06/09/2002,Crawford,TX,31.589722,-97.369167,Non-Fatal,269D,0,0,0,2
FTW02LA176,06/09/2002,Dover,AR,35.516667,-93.1,Non-Fatal,206L-3,0,0,0,3
FTW02LA175,06/09/2002,Sherman,TX,33.621111,-96.586111,Non-Fatal,177,0,1,0,1
DEN02TA052,06/09/2002,Grand Junction,CO,39.1225,-108.526667,Non-Fatal,58P,0,0,0,1
ANC02LA046,06/09/2002,HOPE,AK,60.863056,-150.026389,Non-Fatal,150,0,0,0,1
NYC02LA099,06/08/2002,Sterling,MA,42.425,-71.791111,Non-Fatal,Revolution Mini 500,0,0,0,1
LAX02LA192,06/08/2002,Goldfield,NV,37.731111,-117.237777,Non-Fatal,172S,0,0,4,0
LAX02LA189,06/08/2002,Henderson,NV,36.021667,-115.119167,Non-Fatal,R22 Beta,0,0,0,2
LAX02FA191,06/08/2002,Rio Rico,AZ,31.436944,-110.920834,Fatal(3),PA-23-160,3,0,0,0
LAX02FA188,06/08/2002,Chandler,AZ,33.205278,-111.7525,Fatal(2),Celebrity,2,0,0,0
FTW02LA177,06/08/2002,Nederland,CO,40.667778,-106.0525,Non-Fatal,47G-3B-1,0,0,0,1
CHI02LA155,06/08/2002,Alexandria,IN,40.2325,-85.633611,Non-Fatal,O-58B,0,2,0,0
ANC02LA072,06/08/2002,FAIRBANKS,AK,64.366667,-147.366667,Non-Fatal,180,0,0,0,2
MIA02LA108,06/07/2002,Meridian,MS,32.332223,-88.751111,Non-Fatal,PA-32R-301,0,1,0,0
LAX02LA187,06/07/2002,Placerville,CA,38.704722,-120.649444,Non-Fatal,M20E,0,1,0,0
LAX02LA186,06/07/2002,HENDERSON,NV,35.976389,-115.132778,Non-Fatal,PA-38-112,0,0,1,1
LAX02FA200,06/07/2002,SANTA PAULA,CA,34.331667,-119.021389,Fatal(2),AA-5B,2,0,0,0
FTW02LA174,06/07/2002,Fort Worth,TX,32.931111,-97.411667,Non-Fatal,150,0,0,0,1
FTW02LA173,06/07/2002,Provo,UT,40.219167,-111.723334,Non-Fatal,PA-24-250,0,0,0,2
ANC02TA045,06/07/2002,KAKTOVIK,AK,70.116667,-145.8,Non-Fatal,185,0,0,0,2
ANC02LA044,06/07/2002,KING SALMON,AK,59.030556,-156.666667,Non-Fatal,DHC-2,0,0,0,4
MIA02LA107,06/06/2002,Manteo,NC,33.920278,-75.703611,Non-Fatal,P206,0,2,0,0
LAX02LA194,06/06/2002,SEDONA,AZ,34.848611,-111.788611,Non-Fatal,182Q,0,0,0,1
IAD02IA057,06/06/2002,Cinncinnati,OH,39.046111,-84.662222,Incident,DO-328-300,0,0,0,35
DEN02FA050,06/06/2002,Briggsdale,CO,40.721111,-104.210556,Fatal(1),M35,1,0,0,0
ATL02FA121,06/06/2002,Palmetto,FL,27.6425,-82.520834,Fatal(1),172H,1,0,0,0
ANC02LA043,06/06/2002,GALENA,AK,64.740277,-156.725278,Non-Fatal,R-44,0,0,0,3
MIA02LA105,06/04/2002,Ormond Beach,FL,29.301111,-81.113889,Non-Fatal,150M,0,0,2,0
MIA02FA104,06/04/2002,Lutz,FL,28.127223,-82.525278,Fatal(1),172S,1,0,0,0
LAX02LA182,06/04/2002,Mountain Ranch,CA,38.216667,-120.533333,Non-Fatal,172M,0,2,0,0
FTW02LA172,06/04/2002,Little Rock,AR,34.729445,-92.224167,Non-Fatal,BE-100-A100,0,0,0,2
CHI02IA151,06/04/2002,Wichita,KS,38.139444,-97.370556,Incident,MD-82,0,0,0,111
ATL02LA132,06/04/2002,Saint Pauls,NC,34.767778,-78.983056,Non-Fatal,182,0,0,0,1
ATL02LA119,06/04/2002,Tunica,MS,34.854167,-90.678334,Non-Fatal,R-22,0,0,0,1
MIA02FA106,06/03/2002,Tampa,FL,28.047222,-82.405556,Non-Fatal,Exec 162F,0,0,1,0
CHI02FA148,06/03/2002,Minneapolis,MN,44.880556,-93.216945,Non-Fatal,DC-9-31,0,0,0,70
ATL02LA117,06/03/2002,Thomaston,GA,32.955,-84.264167,Non-Fatal,PA-18A-150,0,0,0,2
SEA02LA094,06/02/2002,Payette,ID,44.096944,-116.901667,Non-Fatal,PA-18-135,0,0,0,2
NYC02LA111,06/02/2002,Toughkenamon,PA,40.830278,-75.769723,Non-Fatal,A75N1,0,0,0,2
NYC02LA110,06/02/2002,Fairfield,IL,38.363333,-88.343333,Non-Fatal,757-232,0,1,1,113
NYC02LA108,06/02/2002,Littlestown,PA,39.726945,-77.111944,Non-Fatal,182B,0,0,0,1
LAX02LA180,06/02/2002,Alhambra,CA,34.083333,-118.333333,Non-Fatal,172N,0,0,2,1
FTW02LA171,06/02/2002,Dalhart,TX,36.022778,-102.547222,Non-Fatal,172L,0,0,1,0
ATL02FA113,06/02/2002,Atlanta,GA,33.645277,-84.433056,Non-Fatal,CL600-2B19,0,0,0,53
NYC02LA107,06/01/2002,Cross Keys,NJ,39.705556,-75.033056,Non-Fatal,Comp Air 7SL,0,0,0,4
IAD02LA055,06/01/2002,RUTLAND,VT,43.529723,-72.949444,Non-Fatal,182Q,0,0,0,1
FTW02LA170,06/01/2002,Navajo Dam,NM,36.813889,-107.6525,Non-Fatal,172E,0,0,0,1
DEN02LA049,06/01/2002,Beaver,UT,38.208333,-112.658333,Non-Fatal,PA-28R-201,0,0,1,1
ANC02FA042,06/01/2002,Anchorage,AK,61.214444,-149.846111,Non-Fatal,PA-18-150,0,0,0,1
SEA02IA092,05/31/2002,SEATAC,WA,47.461111,-122.301667,Incident,MD-11F,0,0,0,2
IAD02LA056,05/31/2002,Trenton,NJ,40.276667,-74.813333,Non-Fatal,177RG,0,0,0,2
FTW02LA169,05/31/2002,Leander,TX,30.602222,-97.816945,Non-Fatal,RV6,0,0,0,2
FTW02LA168,05/31/2002,Conway,AR,35.080556,-92.424723,Non-Fatal,ERCO-415-E,0,0,0,2
CHI02LA146,05/31/2002,Galesville,WI,44.052222,-91.3825,Non-Fatal,182J,0,0,0,3
ATL02LA115,05/31/2002,Huntsville,AL,34.747222,-86.451667,Non-Fatal,Team Z Max,0,1,0,0
SEA02LA090,05/30/2002,Carey,ID,48.308056,-113.934166,Non-Fatal,172,0,0,1,3
SEA02FA091,05/30/2002,Plains,MT,47.476945,-114.984166,Non-Fatal,CH-19E,0,0,1,0
NYC02LA105,05/30/2002,Columbus,OH,40.079723,-83.073056,Non-Fatal,206,0,0,0,2
NYC02FA106,05/30/2002,Pleasant Mount,PA,41.723334,-75.312778,Fatal(2),A185F,2,0,0,0
LAX02LA181,05/30/2002,Roosevelt,AZ,33.639444,-111.056667,Non-Fatal,182P,0,0,0,4
FTW02LA166,05/30/2002,Nageezi,NM,36.268334,-107.746389,Non-Fatal,PA-22-160,0,0,0,1
DEN02LA047,05/30/2002,Rock Springs,WY,41.595,-109.065,Non-Fatal,170B,0,0,0,3
ATL02IA112,05/30/2002,Sarasota,FL,27.395277,-82.553889,Incident,210L,0,0,1,0
NYC02TA104,05/29/2002,Angola,NY,42.666389,-78.996389,Non-Fatal,OH-6A,0,0,2,0
MIA02FA102,05/29/2002,Conway,SC,33.880278,-78.925,Fatal(1),F33A,1,0,0,0
IAD02LA053,05/29/2002,Martinsburg,WV,39.383333,-77.966667,Non-Fatal,V35A,0,0,1,0
ATL02LA118,05/29/2002,Immokalee,FL,26.433056,-81.401667,Non-Fatal,152,0,0,0,1
ATL02LA111,05/29/2002,Atlanta,GA,33.645,-84.433056,Non-Fatal,757-200,0,1,0,91
MIA02LA101,05/28/2002,Bunnell,FL,29.467223,-81.206389,Non-Fatal,47G-2,0,0,0,1
FTW02FA162,05/28/2002,Angel Fire,NM,36.428056,-105.211111,Fatal(1),SR-20,1,0,0,0
ATL02LA108,05/28/2002,Orlando,FL,29.301111,-81.113611,Non-Fatal,T210N,0,0,0,1
SEA02LA088,05/27/2002,Lewiston,ID,46.371667,-117.016667,Non-Fatal,PA-18-135,0,0,0,1
SEA02LA086,05/27/2002,Vancouver,WA,45.65,-122.466667,Non-Fatal,AA-5A,0,0,0,3
NYC02LA103,05/27/2002,Roxbury,NY,42.283333,-74.564722,Non-Fatal,BC-12D,0,0,0,2
LAX02LA170,05/27/2002,KINGMAN,AZ,35.259444,-113.938055,Non-Fatal,PA-38-112,0,0,0,2
LAX02FA179,05/27/2002,Pleasanton,CA,37.635277,-121.931111,Fatal(1),182P,1,0,0,0
ATL02LA114,05/27/2002,Greensboro,NC,36.178334,-79.805,Non-Fatal,23,0,0,0,3
SEA02LA089,05/26/2002,Tumtum,WA,47.863889,-117.783889,Non-Fatal,S-1B2,0,0,0,2
MIA02LA099,05/26/2002,Eton,GA,34.825556,-84.762778,Non-Fatal,J-3F-65,0,0,2,0
LAX02LA176,05/26/2002,Agana,GU,13.483333,-144.795833,Non-Fatal,369C,0,0,1,3
LAX02LA175,05/26/2002,Willits,CA,39.451389,-123.372223,Non-Fatal,17-30A,0,0,1,0
IAD02LA054,05/26/2002,Manville,NJ,40.524167,-74.597222,Non-Fatal,Barnet J4B-2,0,0,1,0
FTW02LA163,05/26/2002,Greers Ferry,AR,35.503056,-92.196666,Non-Fatal,J-5,0,0,1,1
FTW02LA160,05/26/2002,Hinton,OK,35.505833,-98.342222,Non-Fatal,415-C,0,0,2,0
ANC02FA038,05/26/2002,Lime Village,AK,61.865556,-154.268334,Fatal(2),PA-18,2,0,0,0
LAX02LA177,05/25/2002,Dayton,NV,39.237777,-119.557222,Non-Fatal,310N,0,0,1,0
FTW02LA167,05/25/2002,La Porte,TX,29.669167,-95.064167,Non-Fatal,500-S,0,0,0,3
CHI02LA143,05/25/2002,Derby,KS,37.560556,-97.233611,Non-Fatal,75% Scale Fokker D8,0,0,1,0
ATL02LA110,05/25/2002,Lincolnton,GA,33.793333,-82.478334,Non-Fatal,Rans S-12,0,1,1,0
ATL02FA107,05/25/2002,Yauco,PR,18.008056,-66.563056,Fatal(1),47G-4A,1,1,1,0
MIA02FA100,05/24/2002,Fort Lauderdale,FL,26.1075,-80.105,Non-Fatal,206L-1,0,0,0,2
LAX02LA174,05/24/2002,Anaheim,CA,33.966667,-117.633333,Non-Fatal,175,0,0,0,2
LAX02LA172,05/24/2002,Lake Thomas A.,CA,37.383333,-119,Non-Fatal,172K,0,1,2,0
FTW02LA164,05/24/2002,Jonesville,LA,31.625,-91.829167,Non-Fatal,PA-30,0,0,0,1
FTW02LA161,05/24/2002,Aubrey,AR,34.717223,-90.9,Non-Fatal,S2R-T34,0,0,0,1
DEN02LA048,05/24/2002,Cheyenne,WY,41.150833,-104.801944,Non-Fatal,H-391B,0,0,0,1
ANC02LA040,05/24/2002,Noorvik,AK,66.816667,-161.016667,Non-Fatal,PA-32R-300,0,0,0,1
ANC02LA039,05/24/2002,Talkeetna,AK,62.3125,-149.753611,Non-Fatal,185,0,0,0,5
SEA02FA085,05/23/2002,Merlin,OR,42.529167,-123.483333,Fatal(2),R-22 Mariner,2,0,0,0
ATL02WA109,05/23/2002,,,19.6,-81.683333,Fatal(1),210F,1,0,0,0
ATL02LA106,05/23/2002,Hernando,MS,34.798055,-90.053611,Non-Fatal,35,0,0,4,0
ATL02LA105,05/23/2002,Panacea,FL,29.988889,-84.395277,Non-Fatal,A75N1,0,0,0,2
ATL02LA103,05/23/2002,Charleston,SC,32.700833,-80.002778,Non-Fatal,M20J,0,0,2,0
ATL02FA104,05/23/2002,Ball Ground,GA,34.375556,-84.385555,Fatal(3),172C,3,0,0,0
SEA02LA084,05/22/2002,Seattle,WA,47.53,-122.301944,Non-Fatal,Murphy SR3500,0,0,0,3
NYC02IA100,05/22/2002,Albany,NY,42.733333,-73.8,Incident,328-300,0,0,0,5
